,Issuer Name,Security Id,Security Name,Industry,Sector Name,Industry,Igroup Name,Sector,,Index
,Dutron Polymers Ltd.,DUTRON,DUTRON POLYMERS LTD.-$,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,,
,R S Software India Ltd.,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,Magna Electro Castings Ltd.,MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.-$,Castings & Forgings,Industrials,Capital Goods,Industrial Products,Castings & Forgings,,
,MARSONS LIMITED,MARSONS,MARSONS LIMITED,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,,
,Elnet Technologies Ltd.,ELNET,ELNET TECHNOLOGIES LTD.-$,IT Enabled Services,Information Technology,Information Technology,IT - Services,IT Enabled Services,,
,ACCEL LIMITED,ACCEL,Accel Ltd,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,Websol Energy System Limited,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,,
,Roto Pumps Ltd.,ROTO,ROTO PUMPS LTD.,Compressors- Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",,
,TTK Prestige Ltd.,TTKPRESTIG,TTK PRESTIGE LTD.,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,,
,D & H India Limited,DHINDIA,D&H India Ltd-$,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,Rajratan Global Wire Ltd,RAJGLOWIR,RAJRATAN GLOBAL WIRE LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Surana Telecom And Power Limited,SURANAT&P,Surana Telecom And Power Limited,Power Generation,Utilities,Power,Power,Power Generation,,
,Onward Technologies Ltd.,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,IT Enabled Services,Information Technology,Information Technology,IT - Services,IT Enabled Services,,
,Centum Electronics Ltd,CENTUM,CENTUM ELECTRONICS LTD.,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,Alfa Transformers ltd.,ALFATRAN,ALFA TRANSFORMERS LTD.,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,,
,Starlite Components Ltd.,STARLITE,STARLITE COMPONENTS LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,NHC FOODS LIMITED,NHCFOODS,NHC FOODS LTD.,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,,
,PVP Ventures Ltd,PVP,PVP VENTURES LTD.,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Trigyn Technologies Ltd.,TRIGYN,TRIGYN TECHNOLOGIES LTD.,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,KEI Industries Ltd.,KEI,KEI INDUSTRIES LTD.,Cables - Electricals,Industrials,Capital Goods,Industrial Products,Cables - Electricals,,
,IMP Power Ltd.,INDLMETER,IMP POWERS LTD.,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,,
,Keerthi Industries Ltd,KEERTHI,KEERTHI INDUSTRIES LTD.,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,Bheema Cements Limited,BHEEMACEM,BHEEMA CEMENTS LTD.,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,"Gujarat Sidhee Cement Limited.,",GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,Suraj Products Ltd.,SURAJ,SURAJ PRODUCTS LTD.,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Anjani Portland Cement Ltd.,APCL,ANJANI PORTLAND CEMENT LTD.-$,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,Modi Naturals Limited,MODINATUR,Modi Naturals Limited,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Prashant India Ltd,PRSNTIN,PRASHANT INDIA LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Shah Foods Ltd,SHAHFOOD,SHAH FOODS LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,"Khandelwal Extraction Ltd.,",ZKHANDEN,KHANDELWAL EXTRACTION LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,"Tasty Bite Eatables Ltd.,",TASTYBIT,TASTY BITE EATABLES LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,Ritesh International Ltd,RITESHIN,RITESH INTERNATIONAL LTD.,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,,
,AVT Natural Products Ltd.,AVTNPL,AVT NATURAL PRODUCTS LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,"Hindustan Foods Ltd.,",HNDFDS,HINDUSTAN FOODS LTD.,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,,
,Nahar Industrial Enterprises Ltd,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,"Vadilal Enterprises Ltd.,",VADILENT,VADILAL ENTERPRISES LTD.,Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,,
,"Vadilal Industries Ltd.,",VADILALIND,VADILAL INDUSTRIES LTD.-$,Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,,
,Ashiana Agro Industries Ltd,ASHAI,ASHIANA AGRO INDUSTRIES LTD.,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,ADF Foods Limited.,ADFFOODS,ADF FOODS LTD.-$,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,Retro Green Revolution Limited,RGRL,Retro Green Revolution Ltd,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,,
,Williamson Financial Services ltd.,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Ajanta Soya Limited,AJANTSOY,AJANTA SOYA LTD.,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,William Magor & Company Limited,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,Richirich Inventures Limited,RICHIRICH,Richirich Inventures Limited,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Superior Industrial Enterprises Limited,SIEL,Superior Industrial Enterprises Limited,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,Saptarishi Agro Industries Ltd,SPTRSHI,SAPTARISHI AGRO INDUSTRIES LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Sarda Proteins Ltd,SRDAPRT,SARDA PROTEINS LTD.,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,SANWARIA CONSUMER LIMITED,SANWARIA,Sanwaria Consumer Ltd-$,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,,
,Prima Agro Ltd.,PRIMAGR,PRIMA AGRO LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Madhur Industries Limited,MADHURIND,MADHUR INDUSTRIES LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Tarai Foods Ltd.,TARAI,TARAI FOODS LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Modern Dairies Ltd.,MODAIRY,MODERN DAIRIES LTD.,Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,,
,Bambino Agro Industries Ltd,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,Prime Industries Ltd.,PRIMIND,PRIME INDUSTRIES LTD.,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,Vikas WSP Ltd.,VIKASWSP,VIKAS WSP LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,VSF Projects Limited,VSFPROJ,VSF PROJECTS LTD.,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,Bansisons Tea Industries Ltd.,BANSTEA,BANSISONS TEA INDUSTRIES LTD.,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,,
,Poona Dal And Oil Industries Ltd.,POONADAL,POONA DAL & OIL INDUSTRIES LTD.,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,Transglobe Foods Ltd.,TRANSFD,TRANSGLOBE FOODS LTD.,Other Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,,
,Anik Industries Limited,ANIKINDS,ANIK INDUSTRIES LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Sharat Industries Ltd.,SHINDL,SHARAT INDUSTRIES LTD.,Seafood,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,,
,DATIWARE MARITIME INFRA LIMITED,DATIWARE,Datiware Maritime Infra Ltd,Shipping,Services,Services,Transport Services,Shipping,,
,KMG Milk Food Limited,KMGMILK,KMG MILK FOOD LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,KSE Ltd.,KSE,KSE LTD.-$,Animal Feed,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,,
,Pioneer Agro Extracts ltd.,PIONAGR,PIONEER AGRO EXTRACTS LTD.,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,Narbada Gems and Jewellery Limited,NARBADA,NARBADA GEMS AND JEWELLERY LTD.,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Virat Crane Industries Ltd,VIRATCRA,VIRAT CRANE INDUSTRIES LTD.,Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,,
,IB Infotech Enterprises Ltd,IBINFO,IB INFOTECH ENTERPRISES LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Ambar Protein Industries Limited,AMBARPIL,Ambar Protein Industries Ltd,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,Chordia Food Products Ltd,CHORDIA,CHORDIA FOOD PRODUCTS LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,CIAN Agro Industries & Infrastructure Limited,CIANAGRO,CIAN Agro Industries & Infrastructure Ltd,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,Tai Industries Ltd.,TAIIND,TAI INDUSTRIES LTD.-$,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,N.K.Industries Ltd.,NKIND,N.K.INDUSTRIES LTD.,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,BKV Industries Ltd.,BKV,BKV INDUSTRIES LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,NCC Bluewater Products Ltd.,NCCBLUE,NCC BLUE WATER PRODUCTS LTD.,Seafood,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,,
,Norben Tea & Exports Ltd,NORBTEAEXP,NORBEN TEA & EXPORTS LTD.,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,,
,Asian Tea & Exports Ltd.,ASIANTNE,ASIAN TEA & EXPORTS LTD.-$,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Heritage Foods Limited,HERITGFOOD,Heritage Foods Limited,Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,,
,Simran Farms Ltd.,SIMRAN,SIMRAN FARMS LTD.,Meat Products including Poultry,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,,
,CCL Products (India) Ltd.,CCL,CCL PRODUCTS (INDIA) LTD.,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,,
,Kellton Tech Solutions Ltd.,KELLTONTEC,Kellton Tech Solutions Ltd.,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,Suryo Foods & Industries Ltd.,SURFI,SURYO FOODS & INDUSTRIES LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,Integrated Proteins Ltd.,INTEGFD,INTEGRATED PROTEINS LTD.,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,Mahaan Foods Ltd.,MAHAANF,MAHAAN FOODS LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,RICO Auto Industries Ltd.,RICOAUTO,RICO AUTO INDUSTRIES LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,"Omax Autos Ltd.,",OMAXAUTO,OMAX AUTOS LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,"Munjal Showa Ltd.,",MUNJALSHOW,MUNJAL SHOWA LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,"Jamna Auto Industries Ltd.,",JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Sundaram Clayton Ltd.,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,JTEKT India Limited,JTEKTINDIA,Jtekt India Ltd,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Munjal Auto Industries Ltd.,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,"Jay Bharat Maruti Ltd.,",JAYBARMARU,JAY BHARAT MARUTI LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,RACL Geartech Limited,RACLGEAR,RACL Geartech Ltd,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Samkrg Pistons and Rings Ltd.,SAMKRG,SAMKRG PISTONS & RINGS LTD.-$,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,East Coast Steel Ltd,ECSTSTL,EAST COAST STEEL LTD.,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Ratnamani Metals & Tubes Ltd,RATNAMANI,RATNAMANI METALS & TUBES LTD.-$,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Vesuvius India Ltd.,VESUVIUS,VESUVIUS INDIA LTD.,Electrodes & Refractories,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,,
,Automotive Stampings and Assemblies Ltd.,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Arcee Indusrtries ltd.,ARCEEIN,ARCEE INDUSTRIES LTD.,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,,
,ABC India Ltd.,ABCINDQ,ABC INDIA LTD.-$,Road Transport,Services,Services,Transport Services,Road Transport,,
,Balurghat Technologies Ltd.,BALTE,BALURGHAT TECHNOLOGIES LTD.,Road Transport,Services,Services,Transport Services,Road Transport,,
,Coastal Roadways Ltd.,COARO,COASTAL ROADWAYS LTD.,Road Transport,Services,Services,Transport Services,Road Transport,,
,Sibar Auto Parts Ltd.,SIBARAUT,SIBAR AUTO PARTS LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Shreyas Shipping And Logistics Limited,SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.,Shipping,Services,Services,Transport Services,Shipping,,
,Starlog Enterprises Limited,STARLOG,Starlog Enterprises Ltd,Port & Port services,Services,Services,Transport Infrastructure,Port & Port services,,
,"Shiva Suitings Ltd.,",SHVSUIT,SHIVA SUITINGS LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,TITAN INTECH LIMITED,TITANIN,Titan Intech Ltd,IT Enabled Services,Information Technology,Information Technology,IT - Services,IT Enabled Services,,
,Eurotex Industries & Exports Ltd.,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Indo Count Industries Ltd,ICIL,INDO COUNT INDUSTRIES LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Maral Overseas Ltd.,MARALOVER,MARAL OVERSEAS LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
